Mark,Athlete,Nation,Venue,Date,Sex,Event
2:21:33,Catherine Ndereba,KEN,"Chicago, IL",22-Oct-2000,female,marathon
2:21:34,Gete Wami,ETH,Berlin,24-Sep-2006,female,marathon
2:21:36,Mare Dibaba,ETH,Xiamen,2-Jan-2014,female,marathon
2:21:37,Mizuki Noguchi,JPN,Tokyo,18-Nov-2007,female,marathon
2:21:39,Georgina J. Rono,KEN,Frankfurt,28-Oct-2012,female,marathon
2:21:40,Tirfi Tsegaye,ETH,Paris,15-Apr-2012,female,marathon
2:21:41,Eunice Jepkirui Kirwa,KEN,Amsterdam,21-Oct-2012,female,marathon
2:21:42,Feyse Tadese,ETH,London,13-Apr-2014,female,marathon
2:21:45,Masako Chiba,JPN,Osaka,26-Jan-2003,female,marathon
2:21:45,Uta Pippig,GER,"Boston, MA",18-Apr-1994,female,marathon
2:21:45,Gete Wami,ETH,London,22-Apr-2007,female,marathon
2:21:46,Susan Chepkemei Kapkama,KEN,London,23-Apr-2006,female,marathon
2:21:47,Naoko Takahashi,JPN,Bangkok,6-Dec-1998,female,marathon
2:21:49,Naoko Takahashi,JPN,Berlin,29-Sep-2002,female,marathon
2:21:51,Naoko Sakamoto,JPN,Osaka,26-Jan-2003,female,marathon
2:21:51,Amane Gobena,ETH,Tokyo,28-Feb-2016,female,marathon
2:21:52,Tigist Tufa,ETH,Shanghai,2-Nov-2014,female,marathon
2:21:52,Berhane Adere,ETH,London,23-Apr-2006,female,marathon
2:21:54,Meselech Melkamu,ETH,Hamburg,17-Apr-2016,female,marathon
2:21:56,Mulu Seboka,ETH,Dubai,23-Jan-2015,female,marathon
2:21:58,Galina Bogomolova,RUS,London,23-Apr-2006,female,marathon
2:21:59,Mamitu Daska,ETH,Frankfurt,30-Oct-2011,female,marathon
2:22:01,Catherine Ndereba,KEN,Helsinki (Olympic Stadium),14-Aug-2005,female,marathon
2:22:03,Atsede Baysa,ETH,"Chicago, IL",7-Oct-2012,female,marathon
4.8,Martina Strutz,GER,Daegu (DS),30-Aug-2011,female,pole-vault
4.8,Fabiana Murer,BRA,Monaco (Stade Louis II),22-Jul-2010,female,pole-vault
4.8,Elena Isinbaeva,RUS,Thessaloníki,12-Sep-2009,female,pole-vault
4.8,Anna Rogowska,POL,Bydgoszcz (Zdzislaw Krzyszkowiak),1-Aug-2009,female,pole-vault
4.8,Jennifer Suhr,USA,Beijing (National Stadium),18-Aug-2008,female,pole-vault
4.8,Fabiana Murer,BRA,São Paulo,29-Jun-2008,female,pole-vault
4.8,Jennifer Suhr,USA,"New York City (Icahn), NY",31-May-2008,female,pole-vault
4.8,Elena Isinbaeva,RUS,Zürich (Letzigrund),7-Sep-2007,female,pole-vault
4.8,Elena Isinbaeva,RUS,Göteborg (Ullevi Stadium),12-Aug-2006,female,pole-vault
4.8,Svetlana Feofanova,RUS,London (Crystal Palace),30-Jul-2004,female,pole-vault
4.8,Svetlana Feofanova,RUS,Madrid,17-Jul-2004,female,pole-vault
4.8,Elena Isinbaeva,RUS,Moskva,5-Aug-2007,female,pole-vault
4.8,Anna Rogowska,POL,London (Crystal Palace),22-Jul-2005,female,pole-vault
4.8,Svetlana Feofanova,RUS,Bruxelles (Boudewijnstadion),14-Sep-2007,female,pole-vault
4.8,Elena Isinbaeva,RUS,Daegu,3-Oct-2007,female,pole-vault
4.8,Elena Isinbaeva,RUS,Bruxelles (Boudewijnstadion),14-Sep-2007,female,pole-vault
4.8,Elena Isinbaeva,RUS,Osaka (Nagai Stadium),28-Aug-2007,female,pole-vault
4.81,Ekateríni Stefanídi,GRE,Amsterdam (Olympisch Stadion),9-Jul-2016,female,pole-vault
4.81,Alana Boyd,AUS,Sippy Downs (USC),2-Jul-2016,female,pole-vault
4.81,Sandi Morris,USA,"Fayetteville, AR",23-Apr-2016,female,pole-vault
4.81,Yarisley Silva,CUB,Luzern,17-Jul-2013,female,pole-vault
4.81,Yarisley Silva,CUB,La Habana (Estadio Panamericano),16-Mar-2013,female,pole-vault
4.81,Fabiana Murer,BRA,Zürich (Letzigrund),19-Aug-2010,female,pole-vault
4.81,Jennifer Suhr,USA,"New York City (Icahn), NY",30-May-2009,female,pole-vault
4.81,Jennifer Suhr,USA,London (Crystal Palace),25-Jul-2008,female,pole-vault
4.81,Elena Isinbaeva,RUS,Bruxelles (Boudewijnstadion),25-Aug-2006,female,pole-vault
4.81,Stacy Dragila,USA,"Palo Alto, CA",9-Jun-2001,female,pole-vault
4.81,Yarisley Silva,CUB,Stockholm (Olympiastadion),30-Jul-2015,female,pole-vault
4.81,Ekateríni Stefanídi,GRE,Monaco (Stade Louis II),15-Jul-2016,female,pole-vault
4.81,Jennifer Suhr,USA,"Churchville, NY",24-May-2015,female,pole-vault
4.81,Jennifer Suhr,USA,"Champaign, IL",7-Jul-2012,female,pole-vault
4.82,Jennifer Suhr,USA,"Eugene (Hayward Field), OR",28-Jun-2015,female,pole-vault
4.82,Svetlana Feofanova,RUS,Stuttgart (Gottlieb-Daimler Stadion),22-Sep-2007,female,pole-vault
4.82,Monika Pyrek,POL,Stuttgart (Gottlieb-Daimler Stadion),22-Sep-2007,female,pole-vault
4.82,Elena Isinbaeva,RUS,London (Crystal Palace),3-Aug-2007,female,pole-vault
4.82,Elena Isinbaeva,RUS,Gateshead,13-Jul-2003,female,pole-vault
4.82,Fabiana Murer,BRA,Rio de Janeiro,7-Jun-2009,female,pole-vault
4.82,Jennifer Suhr,USA,Moskva (Luzhniki),13-Aug-2013,female,pole-vault
4.82,Yarisley Silva,CUB,Moskva (Luzhniki),13-Aug-2013,female,pole-vault
4.82,Elena Isinbaeva,RUS,Berlin (Olympiastadion),16-Sep-2007,female,pole-vault
4.82,Silke Spiegelburg,GER,Monaco (Stade Louis II),20-Jul-2012,female,pole-vault
4.82,Anna Rogowska,POL,Beckum (Jahnstadion),21-Aug-2005,female,pole-vault
4.82,Jennifer Suhr,USA,"San Marcos, TX",30-Apr-2016,female,pole-vault
4.83,Nikoléta Kyriakopoúlou,GRE,Paris Saint-Denis (Stade de France),4-Jul-2015,female,pole-vault
4.83,Elena Isinbaeva,RUS,Berlin (Olympiastadion),14-Jun-2009,female,pole-vault
4.83,Elena Isinbaeva,RUS,Shanghai,28-Sep-2007,female,pole-vault
4.83,Anna Rogowska,POL,Bruxelles (Boudewijnstadion),26-Aug-2005,female,pole-vault
4.83,Elena Isinbaeva,RUS,Monaco (Stade Louis II),19-Sep-2004,female,pole-vault
4.83,Yarisley Silva,CUB,London (Olympic Stadium),26-Jul-2013,female,pole-vault
4.83,Stacy Dragila,USA,Ostrava,8-Jun-2004,female,pole-vault
4.83,Sandi Morris,USA,Doha (Hamad Bin Suhaim),6-May-2016,female,pole-vault
4.83,Jennifer Suhr,USA,"Fredonia, NY",22-Sep-2012,female,pole-vault
4.84,Yarisley Silva,CUB,"Birmingham (Alexander), GBR",5-Jun-2016,female,pole-vault
4.84,Jennifer Suhr,USA,"Carson, CA",20-May-2007,female,pole-vault
4.85,Sandi Morris,USA,Rio de Janeiro (Estádio Olímpico),19-Aug-2016,female,pole-vault
4.85,Ekateríni Stefanídi,GRE,Rio de Janeiro (Estádio Olímpico),19-Aug-2016,female,pole-vault
4.85,Fabiana Murer,BRA,San Fernando,4-Jun-2010,female,pole-vault
4.85,Elena Isinbaeva,RUS,Roma (Stadio Olimpico),10-Jul-2009,female,pole-vault
4.85,Elena Isinbaeva,RUS,Oslo,15-Jun-2007,female,pole-vault
4.85,Yarisley Silva,CUB,"Des Moines, IA",26-Apr-2013,female,pole-vault
4.85,Yarisley Silva,CUB,Toronto (CIBC),23-Jul-2015,female,pole-vault
4.85,Fabiana Murer,BRA,Daegu (DS),30-Aug-2011,female,pole-vault
4.85,Fabiana Murer,BRA,Beijing (National Stadium),26-Aug-2015,female,pole-vault
4.85,Elena Isinbaeva,RUS,Shanghai,20-Sep-2009,female,pole-vault
4.85,Elena Isinbaeva,RUS,Stockholm,22-Jul-2008,female,pole-vault
4.86,Ekateríni Stefanídi,GRE,Athína (Filothéi),8-Jun-2016,female,pole-vault
4.87,Elena Isinbaeva,RUS,Stuttgart (Gottlieb-Daimler Stadion),22-Sep-2007,female,pole-vault
4.87,Elena Isinbaeva,RUS,Gateshead,27-Jun-2004,female,pole-vault
4.87,Fabiana Murer,BRA,São Bernardo do Campo (Arena Caixa),3-Jul-2016,female,pole-vault
4.88,Elena Isinbaeva,RUS,Zürich (Letzigrund),29-Aug-2008,female,pole-vault
4.88,Jennifer Suhr,USA,"New York City (Icahn), NY",2-Jun-2007,female,pole-vault
4.88,Svetlana Feofanova,RUS,Iráklio,4-Jul-2004,female,pole-vault
4.89,Elena Isinbaeva,RUS,Moskva (Luzhniki),13-Aug-2013,female,pole-vault
4.89,Elena Isinbaeva,RUS,Birmingham,25-Jul-2004,female,pole-vault
4.89,Jennifer Suhr,USA,"Des Moines, IA",27-Jun-2010,female,pole-vault
4.9,Yarisley Silva,CUB,Beijing (National Stadium),26-Aug-2015,female,pole-vault
4.9,Yarisley Silva,CUB,Hengelo (Blankers-Koen Stadion),8-Jun-2013,female,pole-vault
4.9,Jennifer Suhr,USA,"Carson, CA",18-May-2008,female,pole-vault
4.9,Elena Isinbaeva,RUS,Roma (Stadio Olimpico),13-Jul-2007,female,pole-vault
4.9,Elena Isinbaeva,RUS,Lausanne (Pontaise),11-Jul-2006,female,pole-vault
4.9,Elena Isinbaeva,RUS,London (Crystal Palace),30-Jul-2004,female,pole-vault
4.91,Yarisley Silva,CUB,Beckum (Jahnstadion),2-Aug-2015,female,pole-vault
4.91,Elena Isinbaeva,RUS,Athína (Olympic Stadium),24-Aug-2004,female,pole-vault
4.91,Jennifer Suhr,USA,"Lyndonville (White Birch Golf Cour.), NY",14-Jun-2013,female,pole-vault
4.91,Elena Isinbaeva,RUS,London (Crystal Palace),28-Jul-2006,female,pole-vault
4.91,Elena Isinbaeva,RUS,Paris Saint-Denis,6-Jul-2007,female,pole-vault
4.91,Jennifer Suhr,USA,"Rochester, NY",26-Jul-2011,female,pole-vault
4.92,Jennifer Suhr,USA,"Eugene (Hayward Field), OR",6-Jul-2008,female,pole-vault
4.92,Elena Isinbaeva,RUS,Bruxelles (Boudewijnstadion),3-Sep-2004,female,pole-vault
4.93,Sandi Morris,USA,"Houston (Rice), TX",23-Jul-2016,female,pole-vault
4.93,Elena Isinbaeva,RUS,Lausanne (Pontaise),5-Jul-2005,female,pole-vault
4.93,Elena Isinbaeva,RUS,London (Crystal Palace),25-Jul-2008,female,pole-vault
4.93,Elena Isinbaeva,RUS,Bruxelles (Boudewijnstadion),26-Aug-2005,female,pole-vault
4.95,Elena Isinbaeva,RUS,Madrid,16-Jul-2005,female,pole-vault
5,Elena Isinbaeva,RUS,London (Crystal Palace),22-Jul-2005,female,pole-vault
5.01,Elena Isinbaeva,RUS,Helsinki (Olympic Stadium),12-Aug-2005,female,pole-vault
5.03,Elena Isinbaeva,RUS,Roma (Stadio Olimpico),11-Jul-2008,female,pole-vault
5.04,Elena Isinbaeva,RUS,Monaco (Stade Louis II),29-Jul-2008,female,pole-vault
5.05,Elena Isinbaeva,RUS,Beijing (National Stadium),18-Aug-2008,female,pole-vault
5.06,Elena Isinbaeva,RUS,Zürich (Letzigrund),28-Aug-2009,female,pole-vault
20.61,María Elena Sarría,CUB,La Habana,22-Jul-1982,female,shot-put
20.61,Yanina Pravalinskay-Karolchyk,BLR,Edmonton (Commonwealth Stadium),5-Aug-2001,female,shot-put
20.63,Michelle Carter,USA,Rio de Janeiro (Estádio Olímpico),12-Aug-2016,female,shot-put
20.7,Natallia Mikhnevich,BLR,Grodno,8-Jul-2008,female,shot-put
20.72,Grit Haupt-Hammer,GDR,Neubrandenburg (Jahn Sportpark),11-Jun-1987,female,shot-put
20.77,Christina Schwanitz,GER,Beijing (National Stadium),20-May-2015,female,shot-put
20.8,Sona Vašícková,TCH,Praha,2-Jun-1988,female,shot-put
20.82,Irina Korzhanenko,RUS,Rostov,30-May-1998,female,shot-put
20.91,Svetla Mitkova-Sinirtas,BUL,Sofia,24-May-1987,female,shot-put
20.95,Elena Stoyanova,BUL,Sofia,14-Jun-1980,female,shot-put
20.96,Belsy Laza,CUB,Ciudad de México,2-May-1992,female,shot-put
21,Cordula Schulze,GDR,Potsdam,21-Jul-1984,female,shot-put
21,Mihaela Loghin,ROU,Formia,30-Jun-1984,female,shot-put
21.01,Ivanka Petrova-Stoycheva,BUL,Sofia,28-Jul-1979,female,shot-put
21.05,Zdenka Šilhavá,TCH,Praha,23-Jul-1983,female,shot-put
21.06,Svetlana Krivelyova,EUN,Barcelona (Estadio Olímpico),7-Aug-1992,female,shot-put
21.08,Valentina Fedyushina,URS,Leselidze,15-May-1988,female,shot-put
21.1,Heidi Krieger,GDR,Stuttgart,26-Aug-1986,female,shot-put
21.19,Helma Knorscheidt,GDR,Berlin,24-May-1984,female,shot-put
21.21,Kathrin Neimke,GDR,Roma (Stadio Olimpico),5-Sep-1987,female,shot-put
21.22,Astrid Kumbernuss,GER,Göteborg (Ullevi Stadium),5-Aug-1995,female,shot-put
21.24,Valerie Adams,NZL,Daegu (DS),29-Aug-2011,female,shot-put
21.27,Liane Schmuhl,GDR,Cottbus,26-Jun-1982,female,shot-put
21.31,Heike Hartwig,GDR,Athína,16-May-1988,female,shot-put
21.42,Svetlana Krachevskaya,URS,Moskva (Lenin Stadium),24-Jul-1980,female,shot-put
21.43,Eva Wilms,FRG,München,17-Jun-1977,female,shot-put
21.45,Nadezhda Chizhova,URS,Varna,29-Sep-1973,female,shot-put
21.46,Larisa Peleshenko,RUS,Moskva,26-Aug-2000,female,shot-put
21.52,Zhihong Huang,CHN,Beijing,27-Jun-1990,female,shot-put
21.53,Nunu Abashidze,URS,Kyiv,20-Jun-1984,female,shot-put
21.57,Ines Müller,GDR,Athína,16-May-1988,female,shot-put
21.57,Helena Fibingerová,CZE,Gottwaldov,21-Sep-1974,female,shot-put
21.58,Margitta Pufe,GDR,Erfurt,28-May-1978,female,shot-put
21.58,Nadzeya Ostapchuk,BLR,Minsk,18-Jul-2012,female,shot-put
21.6,Marianne Adam,GDR,Berlin,6-Aug-1975,female,shot-put
21.61,Verzhinia Veselinova,BUL,Sofia,21-Aug-1982,female,shot-put
21.66,Xinmei Sui,CHN,Beijing,9-Jun-1990,female,shot-put
21.67,Marianne Adam,GDR,Karl-Marx-Stadt,30-May-1976,female,shot-put
21.69,Ilona Briesenick,GDR,Rostock,29-Jun-1979,female,shot-put
21.69,Vita Pavlysh,UKR,Budapest,20-Aug-1998,female,shot-put
21.7,Natalya Lisovskaya,FRA,Tallinn,21-Jun-1986,female,shot-put
21.71,Ilona Briesenick,GDR,Leipzig,27-Jul-1977,female,shot-put
21.71,Ilona Briesenick,GDR,Berlin,12-May-1983,female,shot-put
21.72,Ilona Briesenick,GDR,Cottbus,25-Jun-1982,female,shot-put
21.72,Ilona Briesenick,GDR,Berlin,5-May-1983,female,shot-put
21.72,Natalya Lisovskaya,FRA,Kyiv,22-Jun-1984,female,shot-put
21.73,Ilona Briesenick,GDR,Berlin,31-Jul-1983,female,shot-put
21.73,Natalya Lisovskaya,URS,Portsmouth,19-Jun-1988,female,shot-put
21.73,Natalya Akhrimenko,URS,Leselidze,21-May-1988,female,shot-put
21.73,Natalya Lisovskaya,URS,Erfurt,23-Jun-1985,female,shot-put
21.74,Ilona Briesenick,GDR,Leipzig,23-Jun-1979,female,shot-put
21.75,Ilona Briesenick,GDR,Berlin,9-Jul-1980,female,shot-put
21.75,Ilona Briesenick,GDR,Berlin,19-May-1983,female,shot-put
21.75,Natalya Lisovskaya,URS,Sochi,20-May-1984,female,shot-put
21.75,Helena Fibingerová,TCH,Düsseldorf,1-Jul-1977,female,shot-put
21.76,Helena Fibingerová,TCH,Praha,25-Aug-1978,female,shot-put
21.76,Meisu Li,CHN,Shijiazhuang,23-Apr-1988,female,shot-put
21.78,Ilona Briesenick,GDR,Jena,17-May-1980,female,shot-put
21.78,Ilona Briesenick,GDR,Dresden,1-Jul-1982,female,shot-put
21.79,Ilona Briesenick,GDR,Potsdam,16-Jul-1977,female,shot-put
21.79,Ilona Briesenick,GDR,Sofia,19-Aug-1978,female,shot-put
21.8,Ilona Briesenick,GDR,Potsdam,18-Aug-1982,female,shot-put
21.81,Ilona Briesenick,GDR,"Los Angeles, CA",26-Jun-1983,female,shot-put
21.85,Ilona Briesenick,GDR,Berlin,15-Jul-1984,female,shot-put
21.86,Marianne Adam,GDR,Leipzig,23-Jun-1979,female,shot-put
21.86,Natalya Lisovskaya,URS,Praha,9-Jun-1984,female,shot-put
21.87,Ilona Briesenick,GDR,Sofia,22-May-1983,female,shot-put
21.87,Helena Fibingerová,TCH,Fürth,10-Jun-1978,female,shot-put
21.87,Ivanka Khristova,BUL,Belmeken,3-Jul-1976,female,shot-put
21.89,Ivanka Khristova,BUL,Belmeken,4-Jul-1976,female,shot-put
21.91,Helena Fibingerová,TCH,München,17-Jun-1977,female,shot-put
21.92,Natalya Lisovskaya,URS,Sochi,1-Jun-1988,female,shot-put
21.95,Natalya Lisovskaya,URS,Edinburgh,29-Jul-1988,female,shot-put
21.96,Helena Fibingerová,TCH,Ostrava,8-Jun-1977,female,shot-put
21.96,Natalya Lisovskaya,URS,Vilnius,28-Aug-1988,female,shot-put
21.96,Natalya Lisovskaya,URS,Praha (Stadion Rošický),16-Aug-1984,female,shot-put
21.98,Ilona Briesenick,GDR,Berlin,17-Jul-1979,female,shot-put
21.99,Helena Fibingerová,TCH,Opava,26-Sep-1976,female,shot-put
22.04,Ilona Briesenick,GDR,Potsdam,4-Jul-1979,female,shot-put
22.04,Ilona Briesenick,GDR,Potsdam,29-Jul-1979,female,shot-put
22.05,Ilona Briesenick,GDR,Berlin,28-May-1980,female,shot-put
22.05,Ilona Briesenick,GDR,Potsdam,31-May-1980,female,shot-put
22.06,Ilona Briesenick,GDR,Berlin,15-Aug-1978,female,shot-put
22.06,Natalya Lisovskaya,URS,Moskva,6-Aug-1988,female,shot-put
22.13,Ilona Briesenick,GDR,Split,29-Apr-1980,female,shot-put
22.19,Claudia Losch,FRG,Hainfeld,23-Aug-1987,female,shot-put
22.22,Ilona Briesenick,GDR,Potsdam,13-Jul-1980,female,shot-put
22.24,Natalya Lisovskaya,URS,Seoul (Olympic Stadium),1-Oct-1988,female,shot-put
22.32,Helena Fibingerová,TCH,Nitra,20-Aug-1977,female,shot-put
22.34,Ilona Briesenick,GDR,Berlin,7-May-1980,female,shot-put
22.34,Ilona Briesenick,GDR,Cottbus,18-Jul-1980,female,shot-put
22.36,Ilona Briesenick,GDR,Celje,2-May-1980,female,shot-put
22.38,Ilona Briesenick,GDR,Karl-Marx-Stadt,25-May-1980,female,shot-put
22.4,Ilona Briesenick,GDR,Berlin,3-Jun-1983,female,shot-put
22.41,Ilona Briesenick,GDR,Moskva (Lenin Stadium),24-Jul-1980,female,shot-put
22.45,Ilona Briesenick,GDR,Potsdam,11-May-1980,female,shot-put
22.53,Natalya Lisovskaya,URS,Kyiv,14-Aug-1988,female,shot-put
22.53,Natalya Lisovskaya,URS,Sochi,27-May-1984,female,shot-put
22.55,Natalya Lisovskaya,URS,Tallinn,5-Jul-1988,female,shot-put
22.63,Natalya Lisovskaya,URS,Moskva (Lenin Stadium),7-Jun-1987,female,shot-put
14.98,Sofiya Bozhanova,BUL,Stara Zagora (Beroe Stadium),16-Jul-1994,female,triple-jump
14.99,Olga Saladukha,UKR,Helsinki,29-Jun-2012,female,triple-jump
14.99,Yargeris Savigne,CUB,Beijing (National Stadium),15-Aug-2008,female,triple-jump
14.99,Yargeris Savigne,CUB,Caracas,11-May-2007,female,triple-jump
14.99,Tatyana Lebedeva,RUS,London,8-Aug-2003,female,triple-jump
14.99,Yargeris Savigne,CUB,Paris Saint-Denis (Stade de France),8-Jul-2011,female,triple-jump
14.99,Anna Biryukova,RUS,Monaco (Stade Louis II),9-Sep-1995,female,triple-jump
14.99,Yamilé Aldama,SUD,Athína (Olympic Stadium),23-Aug-2004,female,triple-jump
14.99,Caterine Ibargüen,COL,Bogotá,13-Aug-2011,female,triple-jump
14.99,Yargeris Savigne,CUB,Lausanne (Pontaise),8-Jul-2010,female,triple-jump
14.99,Yamilé Aldama,CUB,Monaco (Stade Louis II),13-Sep-2003,female,triple-jump
15,Kéné Ndoye,SEN,Iráklio,4-Jul-2004,female,triple-jump
15,Yamilé Aldama,CUB,Ostrava,12-Jun-2003,female,triple-jump
15,Tatyana Lebedeva,RUS,Sydney (Olympic Stadium),24-Sep-2000,female,triple-jump
15,Yamilé Aldama,CUB,Bruxelles (Boudewijnstadion),5-Sep-2003,female,triple-jump
15,Tatyana Lebedeva,RUS,Torino,6-Jun-2006,female,triple-jump
15,Yargeris Savigne,CUB,Athína (Olympic Stadium),13-Jul-2009,female,triple-jump
15,Tatyana Lebedeva,RUS,Tríkala,24-Jun-2003,female,triple-jump
15,Yamilé Aldama,CUB,Tríkala,24-Jun-2003,female,triple-jump
15.01,Tatyana Lebedeva,RUS,Haniá,14-Jun-2000,female,triple-jump
15.01,Rodica Mateescu,ROU,Villeneuve-d'Ascq,11-Jul-1998,female,triple-jump
15.01,Françoise Mbango Etone,CMR,Monaco (Stade Louis II),19-Sep-2004,female,triple-jump
15.02,Yulimar Rojas,VEN,Madrid (Moratalaz),23-Jun-2016,female,triple-jump
15.02,Yargeris Savigne,CUB,Villeneuve-d'Ascq,27-Jun-2008,female,triple-jump
15.02,Anna Pyatykh,RUS,Göteborg (Ullevi Stadium),9-Aug-2006,female,triple-jump
15.02,Trecia Smith,JAM,Athína (Olympic Stadium),23-Aug-2004,female,triple-jump
15.02,Tatyana Lebedeva,RUS,Madrid,17-Jul-2006,female,triple-jump
15.03,Marija Šestak,SLO,Beijing (National Stadium),17-Aug-2008,female,triple-jump
15.03,Magdelín Martínez,ITA,Roma,26-Jun-2004,female,triple-jump
15.03,Anna Biryukova,RUS,Zürich,16-Aug-1995,female,triple-jump
15.03,Françoise Mbango Etone,CMR,Lappeenranta,3-Aug-2003,female,triple-jump
15.03,Tatyana Lebedeva,RUS,Roma (Stadio Olimpico),8-Jul-2005,female,triple-jump
15.04,Ekaterina Koneva,RUS,"Eugene (Hayward Field), OR",30-May-2015,female,triple-jump
15.04,Caterine Ibargüen,COL,Doha (Hamad Bin Suhaim),6-May-2016,female,triple-jump
15.04,Hrysopiyí Devetzí,GRE,Osaka (Nagai Stadium),31-Aug-2007,female,triple-jump
15.04,Hrysopiyí Devetzí,GRE,Athína (Olympic Stadium),16-Sep-2006,female,triple-jump
15.04,Iva Prandzheva,BUL,Sofia,17-Jun-2000,female,triple-jump
15.05,Yargeris Savigne,CUB,Beijing (National Stadium),17-Aug-2008,female,triple-jump
15.05,Trecia Smith,JAM,Helsinki,26-Jul-2006,female,triple-jump
15.05,Tatyana Lebedeva,RUS,Lausanne (Pontaise),5-Jul-2005,female,triple-jump
15.05,Françoise Mbango Etone,CMR,Paris Saint-Denis (Stade de France),26-Aug-2003,female,triple-jump
15.05,Hrysopiyí Devetzí,GRE,Göteborg (Ullevi Stadium),9-Aug-2006,female,triple-jump
15.07,Tatyana Lebedeva,RUS,Osaka (Nagai Stadium),31-Aug-2007,female,triple-jump
15.07,Paraskeví Tsiamíta,GRE,Sevilla (La Cartuja),22-Aug-1999,female,triple-jump
15.08,Inna Lasovskaya,RUS,Madrid,12-Jun-1996,female,triple-jump
15.08,Anna Biryukova,RUS,Göteborg (Ullevi Stadium),10-Aug-1995,female,triple-jump
15.08,Yamilé Aldama,CUB,Paris Saint-Denis,4-Jul-2003,female,triple-jump
15.09,Inna Lasovskaya,RUS,"Valencia, ESP",31-May-1997,female,triple-jump
15.09,Anna Biryukova,RUS,Stuttgart (Gottlieb-Daimler Stadion),21-Aug-1993,female,triple-jump
15.09,Yargeris Savigne,CUB,Monaco (Stade Louis II),22-Jul-2010,female,triple-jump
15.09,Hrysopiyí Devetzí,GRE,Osaka (Nagai Stadium),29-Aug-2007,female,triple-jump
15.09,Yargeris Savigne,CUB,Alcalá de Henares,7-Jul-2007,female,triple-jump
15.1,Tatyana Lebedeva,RUS,Monaco (Stade Louis II),25-Jul-2007,female,triple-jump
15.11,Trecia Smith,JAM,Helsinki (Olympic Stadium),7-Aug-2005,female,triple-jump
15.11,Tatyana Lebedeva,RUS,Paris Saint-Denis,1-Jul-2005,female,triple-jump
15.11,Olga Rypakova,KAZ,Beijing (National Stadium),17-Aug-2008,female,triple-jump
15.11,Yamilé Aldama,CUB,Oslo,27-Jun-2003,female,triple-jump
15.12,Tatyana Lebedeva,RUS,Paris Saint-Denis,4-Jul-2003,female,triple-jump
15.12,Iva Prandzheva,BUL,Tokyo,19-Sep-1998,female,triple-jump
15.13,Tatyana Lebedeva,RUS,Monaco (Stade Louis II),13-Sep-2003,female,triple-jump
15.13,Tatyana Lebedeva,RUS,Athína (Olympic Stadium),16-Sep-2006,female,triple-jump
15.14,Nadezhda Alekhina,RUS,Cheboksary,26-Jul-2009,female,triple-jump
15.14,Tatyana Lebedeva,RUS,Athína (Olympic Stadium),2-Jul-2007,female,triple-jump
15.14,Rodica Mateescu,ROU,Bucuresti,14-Jun-1997,female,triple-jump
15.14,Tatyana Lebedeva,RUS,Athína (Olympic Stadium),23-Aug-2004,female,triple-jump
15.14,Tatyana Lebedeva,RUS,Bruxelles (Boudewijnstadion),5-Sep-2003,female,triple-jump
15.15,Tatyana Lebedeva,RUS,Göteborg (Ullevi Stadium),9-Aug-2006,female,triple-jump
15.15,Ashia Hansen,GBR,Fukuoka,13-Sep-1997,female,triple-jump
15.15,Yargeris Savigne,CUB,Thessaloníki,9-Jul-2008,female,triple-jump
15.16,Rodica Mateescu,ROU,Athína (Olympic Stadium),4-Aug-1997,female,triple-jump
15.16,Trecia Smith,JAM,Linz,2-Aug-2004,female,triple-jump
15.17,Caterine Ibargüen,COL,Rio de Janeiro (Estádio Olímpico),14-Aug-2016,female,triple-jump
15.18,Tatyana Lebedeva,RUS,Paris Saint-Denis (Stade de France),26-Aug-2003,female,triple-jump
15.18,Iva Prandzheva,BUL,Göteborg (Ullevi Stadium),10-Aug-1995,female,triple-jump
15.19,Tatyana Lebedeva,RUS,Lausanne (Pontaise),11-Jul-2006,female,triple-jump
15.2,Yargeris Savigne,CUB,Réthimno,14-Jul-2008,female,triple-jump
15.2,Šárka Kašparkova,CZE,Athína (Olympic Stadium),4-Aug-1997,female,triple-jump
15.2,Tereza Marinova,BUL,Sydney (Olympic Stadium),24-Sep-2000,female,triple-jump
15.21,Yamilé Aldama,SUD,Réthimno,23-Jun-2004,female,triple-jump
15.22,Hrysopiyí Devetzí,GRE,Thessaloníki,9-Jul-2008,female,triple-jump
15.23,Hrysopiyí Devetzí,GRE,Beijing (National Stadium),17-Aug-2008,female,triple-jump
15.23,Tatyana Lebedeva,RUS,Athína (Olympic Stadium),3-Jul-2006,female,triple-jump
15.23,Tatyana Lebedeva,RUS,Réthimno,23-Jun-2004,female,triple-jump
15.25,Olga Rypakova,KAZ,Split (Poljud Stadion),4-Sep-2010,female,triple-jump
